A_m,E_m,R_m,SNR,V_m
-19.346952438354492,2.1405928134918213,5.27264928817749,29.596107482910156,13.863717079162598
-19.346952438354492,2.1405928134918213,5.27264928817749,29.596107482910156,13.863717079162598
-19.346952438354492,2.1405928134918213,5.27264928817749,29.596107482910156,13.863717079162598
-19.15056037902832,1.3925448656082153,5.236588478088379,29.511850357055664,15.368614196777344
-19.15056037902832,1.3925448656082153,5.236588478088379,29.511850357055664,15.368614196777344
-19.198015213012695,1.3556312322616577,5.204999923706055,29.386066436767578,15.752455711364746
-19.178682327270508,1.6065714359283447,5.198627948760986,27.849952697753906,15.146025657653809
-19.178682327270508,1.6065714359283447,5.198627948760986,27.849952697753906,15.146025657653809
-19.7149715423584,3.8080289363861084,5.171494483947754,29.030658721923828,16.08491325378418
-20.208385467529297,2.300320625305176,5.159999370574951,28.579587936401367,16.634700775146484
-20.225448608398438,1.8670427799224854,5.144999980926514,30.69495391845703,16.20220375061035
-20.162784576416016,1.8092749118804932,5.132009983062744,29.66884994506836,15.509208679199219
-20.617488861083984,3.1465117931365967,5.117767333984375,25.647714614868164,16.167367935180664
-20.983421325683594,2.3735320568084717,5.106532096862793,28.645498275756836,16.557537078857422
-20.339832305908203,7.115822792053223,5.092832088470459,26.009185791015625,16.0423641204834
-20.863698959350586,1.9716148376464844,5.080205917358398,27.91339874267578,16.544086456298828
-20.953319549560547,1.6662927865982056,5.067304611206055,26.79408836364746,16.68320083618164
-20.953319549560547,1.6662927865982056,5.067304611206055,26.79408836364746,16.68320083618164
-20.538679122924805,2.0061330795288086,5.03565788269043,22.971115112304688,18.13705825805664
-20.771442413330078,2.089660167694092,5.02500057220459,25.973833084106445,17.888017654418945
-21.42591094970703,2.841935396194458,5.01002311706543,25.760379791259766,16.42816162109375
-21.200294494628906,3.15460467338562,4.995842933654785,27.703662872314453,15.716841697692871
-20.997867584228516,2.3875303268432617,4.983549118041992,26.402637481689453,16.620508193969727
-21.60430145263672,2.1849513053894043,4.968071460723877,28.588863372802734,17.02370262145996
-21.519916534423828,2.4749817848205566,4.954931735992432,28.380014419555664,17.06072425842285
-21.289548873901367,0.9939622282981873,4.938669204711914,24.267757415771484,15.751601219177246
-21.959388732910156,1.87311589717865,4.929167747497559,27.30370330810547,14.667731285095215
-21.93950653076172,2.469109296798706,4.915737628936768,28.558618545532227,13.879264831542969
-21.93950653076172,2.469109296798706,4.915737628936768,28.558618545532227,13.879264831542969
-21.717681884765625,2.532942056655884,4.894618034362793,26.54343032836914,15.116129875183105
-22.132184982299805,1.66744863986969,4.877789497375488,24.198179244995117,15.983451843261719
-22.132184982299805,1.66744863986969,4.877789497375488,24.198179244995117,15.983451843261719
-22.132184982299805,1.66744863986969,4.877789497375488,24.198179244995117,15.983451843261719
-22.335224151611328,1.881352424621582,4.8425469398498535,29.359817504882812,15.994610786437988
-22.335224151611328,1.881352424621582,4.8425469398498535,29.359817504882812,15.994610786437988
-21.79396629333496,2.321429491043091,4.815000057220459,24.768207550048828,17.843725204467773
-21.896730422973633,1.7817599773406982,4.800000190734863,27.560956954956055,18.310546875
-21.97117805480957,2.350865602493286,4.785699844360352,27.354745864868164,17.788280487060547
-22.91267204284668,1.9091583490371704,4.76943302154541,26.878101348876953,16.608577728271484
-22.903522491455078,1.6692965030670166,4.756986618041992,29.527528762817383,15.956966400146484
-22.625600814819336,2.275639533996582,4.746198654174805,27.447654724121094,13.932268142700195
-22.870161056518555,3.1303188800811768,4.733989238739014,32.042354583740234,12.666090965270996
-23.046743392944336,2.563282012939453,4.722870349884033,32.81591796875,12.666239738464355
-22.970186233520508,2.674381732940674,4.71368932723999,32.84119415283203,12.020364761352539
