A_m,E_m,R_m,SNR,V_m
3.4472992420196533,-6.4937286376953125,1.8115837574005127,73.14266204833984,3.1437478065490723
4.678890228271484,-5.098628044128418,1.809782862663269,64.8672866821289,3.0371086597442627
4.678890228271484,-5.098628044128418,1.809782862663269,64.8672866821289,3.0371086597442627
5.333315849304199,-6.491455078125,1.8032985925674438,64.63555908203125,4.626753330230713
6.354254245758057,-5.638564586639404,1.7990446090698242,62.91859436035156,6.3155341148376465
6.961996078491211,-5.801272869110107,1.7911248207092285,69.21354675292969,7.953522205352783
7.411786079406738,-5.992685794830322,1.7853822708129883,78.21305084228516,8.562722206115723
7.944740295410156,-6.078409194946289,1.7779252529144287,72.45005798339844,8.54444694519043
6.83692741394043,-5.85778284072876,1.7864925861358643,60.49169158935547,2.223842144012451
8.60775089263916,-6.063263416290283,1.7699999809265137,51.525882720947266,7.135727882385254
9.94858169555664,-6.056379318237305,1.7589999437332153,49.665611267089844,6.831497669219971
11.261314392089844,-6.299472332000732,1.753373622894287,53.436424255371094,6.961285591125488
11.730581283569336,-6.384915828704834,1.7473998069763184,46.17902374267578,6.618696212768555
12.493309020996094,-6.625392436981201,1.7417994737625122,56.018028259277344,6.739009380340576
12.867949485778809,-7.009037971496582,1.7356057167053223,50.78887176513672,6.7223687171936035
13.207283020019531,-6.538433074951172,1.731961727142334,52.52503967285156,6.449324131011963
13.581151962280273,-5.66168212890625,1.7262089252471924,48.6173095703125,6.280823230743408
14.251814842224121,-5.680681228637695,1.721251368522644,44.31779861450195,6.277799129486084
15.245218276977539,-5.73030424118042,1.7154688835144043,38.22649002075195,6.4731879234313965
14.861977577209473,-2.060302257537842,1.725000023841858,43.91783142089844,1.6903176307678223
16.70965576171875,-6.117143154144287,1.7036858797073364,36.930824279785156,6.425805568695068
17.655746459960938,-5.839062213897705,1.70159912109375,46.14113235473633,6.132693767547607
17.615205764770508,-6.063506603240967,1.6957409381866455,40.37691116333008,5.859336853027344
19.168506622314453,-6.248589992523193,1.6927257776260376,50.85896301269531,5.627191066741943
20.1350154876709,-5.306564807891846,1.6860827207565308,39.38460159301758,5.264796733856201
20.1350154876709,-5.306564807891846,1.6860827207565308,39.38460159301758,5.264796733856201
20.63469696044922,-5.940620422363281,1.6799999475479126,38.22392272949219,5.746082305908203
24.29477310180664,-5.219605445861816,1.6799999475479126,34.80805206298828,6.28276252746582
24.29477310180664,-5.219605445861816,1.6799999475479126,34.80805206298828,6.28276252746582
25.343381881713867,-5.047821044921875,1.6649999618530273,30.330408096313477,6.267354488372803
23.616968154907227,-5.761977195739746,1.6532894372940063,38.786651611328125,5.366817474365234
24.82832908630371,-5.731657028198242,1.6524689197540283,40.268638610839844,4.676239013671875
24.448137283325195,-6.074902534484863,1.649999976158142,37.479637145996094,3.186906576156616
26.32838249206543,-4.828695774078369,1.6506171226501465,40.66948699951172,3.3085672855377197
27.47289276123047,-4.2253313064575195,1.6303884983062744,36.70518493652344,3.7658331394195557
27.732200622558594,-3.8664066791534424,1.6349999904632568,34.63977813720703,4.981545925140381
28.190717697143555,-3.9325313568115234,1.6349999904632568,38.73414993286133,4.584022045135498
30.513816833496094,-5.237905025482178,1.6349999904632568,37.732666015625,4.638487815856934
30.513816833496094,-5.237905025482178,1.6349999904632568,37.732666015625,4.638487815856934
30.513816833496094,-5.237905025482178,1.6349999904632568,37.732666015625,4.638487815856934
30.513816833496094,-5.237905025482178,1.6349999904632568,37.732666015625,4.638487815856934
30.49542808532715,-2.2493467330932617,1.620253086090088,39.068084716796875,2.7878620624542236
28.746347427368164,-4.9453253746032715,1.6343088150024414,27.42096710205078,8.044063568115234
28.81315803527832,-4.161132335662842,1.640617847442627,25.309852600097656,8.50330924987793
28.81315803527832,-4.161132335662842,1.640617847442627,25.309852600097656,8.50330924987793
26.40351104736328,1.6123369932174683,1.6200000047683716,37.61182403564453,2.154181957244873
26.40351104736328,1.6123369932174683,1.6200000047683716,37.61182403564453,2.154181957244873
26.40351104736328,1.6123369932174683,1.6200000047683716,37.61182403564453,2.154181957244873
26.40351104736328,1.6123369932174683,1.6200000047683716,37.61182403564453,2.154181957244873
26.40351104736328,1.6123369932174683,1.6200000047683716,37.61182403564453,2.154181957244873
