A_m,E_m,R_m,SNR,V_m
9.396159172058105,-0.8797404766082764,3.0517473220825195,28.74698829650879,15.68592643737793
9.396159172058105,-0.8797404766082764,3.0517473220825195,28.74698829650879,15.68592643737793
9.671981811523438,-0.6776684522628784,3.0256476402282715,30.503421783447266,15.952299118041992
9.42891788482666,-0.7302412986755371,3.0148956775665283,26.320772171020508,15.878924369812012
9.344395637512207,-1.1725726127624512,2.9980783462524414,29.924968719482422,16.03790855407715
9.728960037231445,-0.9748079776763916,2.987884759902954,31.70383644104004,15.983509063720703
9.546815872192383,-1.2369208335876465,2.9727859497070312,35.44367599487305,16.0524959564209
9.762347221374512,-0.9630642533302307,2.9583873748779297,29.254152297973633,16.08343505859375
9.507772445678711,-1.2938648462295532,2.94722843170166,33.25975799560547,16.216920852661133
9.709213256835938,-0.9826245307922363,2.932386875152588,32.35712432861328,16.382741928100586
9.973841667175293,-0.8731895089149475,2.9186041355133057,34.790523529052734,16.396984100341797
9.887734413146973,-0.8866310715675354,2.9093430042266846,29.814722061157227,16.3082332611084
9.970277786254883,-1.0384340286254883,2.894110918045044,32.31690979003906,16.417600631713867
9.762988090515137,-1.151516318321228,2.879328966140747,34.93671417236328,16.479061126708984
9.950299263000488,-1.3607559204101562,2.8656601905822754,25.621578216552734,16.702133178710938
9.880743026733398,-1.410685658454895,2.8522329330444336,33.720977783203125,16.20887565612793
9.677716255187988,-1.336696743965149,2.8401882648468018,33.18421936035156,15.600160598754883
9.94561767578125,-1.305888295173645,2.8257224559783936,36.147457122802734,15.273906707763672
9.90939998626709,-1.2475299835205078,2.8154406547546387,38.55891418457031,15.337617874145508
9.915644645690918,-1.5050227642059326,2.8026113510131836,38.954978942871094,15.367044448852539
9.959328651428223,-1.5896960496902466,2.789224624633789,36.21205139160156,15.663500785827637
10.446356773376465,-1.015985131263733,2.775455951690674,31.32107162475586,16.080591201782227
9.99828815460205,-1.7329800128936768,2.7629501819610596,28.919448852539062,16.028804779052734
10.217571258544922,-1.701826572418213,2.7491281032562256,38.83549118041992,16.066564559936523
10.114408493041992,-1.6503654718399048,2.734480619430542,36.19095993041992,15.952372550964355
10.203899383544922,-1.5542902946472168,2.7269036769866943,37.09165954589844,15.810948371887207
10.347657203674316,-1.7086209058761597,2.7091901302337646,31.03553009033203,15.10545539855957
10.495562553405762,-1.9771822690963745,2.7013649940490723,32.143863677978516,14.304646492004395
10.682055473327637,-1.5630266666412354,2.6876871585845947,36.111515045166016,13.425129890441895
10.616172790527344,-1.9661688804626465,2.6781787872314453,29.971282958984375,13.27360725402832
11.015374183654785,-1.601745367050171,2.667684555053711,34.9970588684082,13.187207221984863
11.251765251159668,-1.649743914604187,2.6553845405578613,33.60888671875,13.815011978149414
11.431593894958496,-1.6922848224639893,2.6436309814453125,37.23373794555664,14.477913856506348
11.699281692504883,-1.8936513662338257,2.6318609714508057,30.964218139648438,14.738862037658691
11.74174976348877,-1.8466323614120483,2.62007212638855,32.77828598022461,14.79220199584961
11.895421981811523,-1.6974631547927856,2.6081855297088623,30.563180923461914,14.70511245727539
11.759543418884277,-2.2227046489715576,2.5946338176727295,28.557628631591797,14.741599082946777
11.89622688293457,-1.6627156734466553,2.5837550163269043,32.141929626464844,15.010320663452148
12.292374610900879,-1.4934061765670776,2.5710699558258057,33.296485900878906,15.143872261047363
12.350776672363281,-1.7039271593093872,2.5587427616119385,33.494022369384766,15.334930419921875
11.853239059448242,-1.9604995250701904,2.544295310974121,30.83925437927246,15.289511680603027
12.29150676727295,-1.6928939819335938,2.5336010456085205,34.38753890991211,14.858131408691406
12.68347454071045,-1.4420292377471924,2.5234103202819824,26.705286026000977,14.732731819152832
12.346680641174316,-2.031843662261963,2.5090699195861816,30.237911224365234,14.831029891967773
12.48934268951416,-1.8209736347198486,2.498250722885132,33.00869369506836,15.048187255859375
12.889845848083496,-1.9240658283233643,2.484503746032715,31.307945251464844,15.20971965789795
12.61613655090332,-2.1451430320739746,2.4724013805389404,34.38521194458008,15.054966926574707
12.83402156829834,-1.915819525718689,2.459857225418091,34.53843307495117,14.772727012634277
12.8372220993042,-1.9104291200637817,2.4486465454101562,28.099992752075195,15.103655815124512
13.09168529510498,-1.8747286796569824,2.4356729984283447,31.27503204345703,15.232054710388184
13.010744094848633,-2.329606056213379,2.4240334033966064,27.8207950592041,15.18694019317627
12.586658477783203,-1.935828685760498,2.4057466983795166,20.58683204650879,14.859478950500488
13.281161308288574,-1.9467827081680298,2.396512269973755,25.221166610717773,14.989505767822266
13.620044708251953,-2.2902181148529053,2.384162187576294,22.236330032348633,15.253314018249512
13.024880409240723,-2.194610595703125,2.369999885559082,21.312328338623047,15.70863151550293
12.722308158874512,-2.04042911529541,2.3642797470092773,16.19890022277832,15.988110542297363
12.151104927062988,-2.782917022705078,2.3399999141693115,18.9700870513916,15.752455711364746
13.298279762268066,-2.8268396854400635,2.3399999141693115,16.474403381347656,15.887092590332031
